ID_Juego,Titulo,Plataforma,Genero,Publisher,Fecha_Lanzamiento,Ventas_NA_Millones,Ventas_EU_Millones,Ventas_JP_Millones,Ventas_Otros_Millones,Puntuacion_Critica,Puntuacion_Usuarios,Ventas_Globales_Millones,Anio_Lanzamiento,Mes_Lanzamiento,Trimestre
GME-07552,Savage Force 9,Mobile,RPG,Sony,2022-08-23,0.06,0.31,0.55,0.02,76,7.1,0.93,2022,8,3
GME-07553,Grand Protocol 9,PC,Shooter,Ubisoft,2022-08-22,2.16,0.03,0.31,0.28,65,6.3,2.78,2022,8,3
GME-07554,Epic Drift 9,PS4,Estrategia,Sony,2022-01-07,1.21,0.96,0.3,0.3,60,5.9,2.77,2022,1,1
GME-07555,Wild Reign 9,PS5,Shooter,Nintendo,2019-12-24,0.65,1.23,0.1,0.58,80,7.4,2.56,2019,12,4
GME-07556,Rogue Nexus 9,PS5,Aventura,Ubisoft,2023-05-18,4.71,8.65,0.06,0.31,77,7.7,13.73,2023,5,2
GME-07557,Silent Forge 9,Nintendo Switch,Puzzle,EA,2020-08-05,0.65,0.07,1.82,1.2,83,7.1,3.74,2020,8,3
GME-07558,Ancient Hunters 9,PC,Accion,Tencent,2020-12-28,2.84,0.37,0.7,0.33,40,4.2,4.24,2020,12,4
GME-07559,Inferno Empire 9,PS4,Deportes,Nintendo,2020-10-27,3.1,2.11,0.31,0.51,100,10.0,6.03,2020,10,4
GME-07560,Turbo Zero 9,PS4,Accion,Desconocido,2022-10-10,1.9,0.49,0.22,0.01,45,4.7,2.61,2022,10,4
GME-07561,Shadow Quest 9,PC,Shooter,Microsoft,2021-11-11,0.79,0.47,0.02,0.14,53,5.1,1.42,2021,11,4
GME-07562,Dark Wars 9,PS5,Accion,Microsoft,2021-09-25,1.45,3.82,0.03,0.45,100,10.0,5.75,2021,9,3
GME-07563,Neon Legends 9,PC,Shooter,Sony,2023-05-06,0.89,0.82,1.2,0.39,100,10.0,3.31,2023,5,2
GME-07564,Cyber Chronicles 9,PC,Simulacion,Take-Two,2023-02-17,2.54,0.63,0.41,0.4,86,8.3,3.98,2023,2,1
GME-07565,Iron Rising 9,PS4,Shooter,Ubisoft,2021-07-04,0.98,0.78,0.23,1.04,88,8.1,3.04,2021,7,3
GME-07566,Star Odyssey 9,Xbox One,Estrategia,Sony,2019-06-10,1.31,0.07,0.55,0.13,74,8.0,2.06,2019,6,2
GME-07567,Blood Arena 9,Xbox Series X,Shooter,Tencent,2021-02-19,0.16,2.08,0.51,0.09,86,8.8,2.83,2021,2,1
GME-07568,Crystal Frontier 9,PC,Deportes,Tencent,2022-06-10,2.54,0.16,0.34,2.15,70,7.0,5.2,2022,6,2
GME-07569,Phantom Tactics 9,Nintendo Switch,Puzzle,Microsoft,2020-08-09,0.71,0.15,4.62,0.04,87,9.2,5.52,2020,8,3
GME-07570,Storm Horizon 9,PC,Accion,Ubisoft,2021-08-07,0.96,1.66,1.57,0.12,62,5.8,4.31,2021,8,3
GME-07571,Solar Saga 9,Xbox Series X,Accion,Nintendo,2022-07-17,1.88,0.61,0.26,0.11,71,7.0,2.86,2022,7,3
GME-07572,Frozen Legacy 9,PS5,Estrategia,Take-Two,2019-10-24,2.41,0.35,0.91,0.05,69,8.0,3.71,2019,10,4
GME-07573,Golden Fury 9,Nintendo Switch,Puzzle,Desconocido,2023-11-14,2.88,0.53,4.43,0.44,84,7.5,8.28,2023,11,4
GME-07574,Lost Reborn 9,PS5,Puzzle,Square Enix,2019-12-10,2.47,2.32,1.43,0.43,81,7.6,6.65,2019,12,4
GME-07575,Final Evolution 9,PS4,Accion,Microsoft,2022-08-04,2.23,1.28,0.27,0.95,87,8.5,4.74,2022,8,3
GME-07576,Hyper Worlds 9,PS5,RPG,Nintendo,2023-07-13,1.21,2.73,0.78,0.75,100,10.0,5.46,2023,7,3
GME-07577,Mega Strike 9,Nintendo Switch,Simulacion,EA,2020-11-21,1.25,1.85,1.01,0.05,75,7.2,4.15,2020,11,4
GME-07578,Ultra Assault 9,PS4,Deportes,Tencent,2021-05-13,2.35,0.48,1.61,0.5,78,7.8,4.94,2021,5,2
GME-07579,Chrono Dominion 9,Nintendo Switch,Simulacion,EA,2022-07-16,1.06,0.15,2.6,0.08,70,7.0,3.9,2022,7,3
GME-07580,Eternal Vanguard 9,PS5,Estrategia,EA,2022-06-08,5.63,0.11,0.35,0.4,98,9.6,6.48,2022,6,2
GME-07581,Mystic Blade 9,PS4,Simulacion,Take-Two,2022-03-16,0.56,1.07,0.51,0.08,77,7.4,2.23,2022,3,1
GME-07582,Savage Force 9,Mobile,Simulacion,Tencent,2021-04-08,0.01,0.28,0.31,0.32,61,5.9,0.93,2021,4,2
GME-07583,Grand Protocol 9,PS5,Puzzle,EA,2023-10-05,1.41,0.35,0.3,0.11,84,8.0,2.16,2023,10,4
GME-07584,Epic Drift 9,Mobile,Puzzle,Take-Two,2019-05-27,3.45,1.59,0.21,0.1,74,7.3,5.35,2019,5,2
GME-07585,Wild Reign 9,PC,Deportes,Tencent,2019-06-12,1.85,0.08,0.34,0.15,37,3.5,2.43,2019,6,2
GME-07586,Rogue Nexus 9,Xbox One,RPG,Sony,2019-11-28,1.86,4.93,0.05,0.03,73,8.0,6.88,2019,11,4
GME-07587,Silent Forge 9,Nintendo Switch,Puzzle,EA,2020-12-04,0.35,0.11,0.02,0.38,61,4.9,0.86,2020,12,4
GME-07588,Ancient Hunters 9,Mobile,Estrategia,Nintendo,2020-04-12,0.85,1.84,1.06,0.36,88,8.8,4.1,2020,4,2
GME-07589,Inferno Empire 9,Mobile,Estrategia,Nintendo,2020-10-04,4.51,2.22,0.4,0.81,60,5.9,7.94,2020,10,4
GME-07590,Turbo Zero 9,PS4,Estrategia,Sony,2020-10-10,2.25,0.47,0.17,0.14,62,5.3,3.04,2020,10,4
GME-07591,Shadow Quest 9,Xbox Series X,Estrategia,Microsoft,2022-08-30,0.02,2.34,0.17,0.02,54,5.4,2.55,2022,8,3
GME-07592,Dark Wars 9,Xbox One,Shooter,Tencent,2020-08-19,0.45,4.9,1.05,0.03,58,6.3,6.43,2020,8,3
GME-07593,Neon Legends 9,PS4,Simulacion,Ubisoft,2022-12-25,0.49,0.21,0.52,0.57,77,8.8,1.78,2022,12,4
GME-07594,Cyber Chronicles 9,PC,RPG,Square Enix,2020-07-01,0.41,0.76,0.39,0.02,56,5.9,1.58,2020,7,3
GME-07595,Iron Rising 9,PS4,Deportes,Ubisoft,2022-05-24,0.39,0.44,0.2,1.1,92,9.5,2.14,2022,5,2
GME-07596,Star Odyssey 9,PC,Deportes,Sony,2022-08-13,2.26,0.65,0.07,0.37,82,7.0,3.35,2022,8,3
GME-07597,Blood Arena 9,PS4,RPG,Tencent,2021-03-20,0.04,0.98,0.45,0.01,52,5.6,1.47,2021,3,1
GME-07598,Crystal Frontier 9,PC,Simulacion,Activision,2020-07-09,0.32,0.95,0.64,0.08,76,7.6,2.0,2020,7,3
GME-07599,Phantom Tactics 9,Nintendo Switch,Shooter,Activision,2021-06-30,5.09,0.6,2.28,0.18,78,8.0,8.16,2021,6,2
GME-07600,Storm Horizon 9,Nintendo Switch,Estrategia,Square Enix,2023-05-19,3.02,0.56,2.11,0.04,59,5.6,5.73,2023,5,2
GME-07601,Solar Saga 9,PS4,Shooter,Nintendo,2023-11-03,0.05,10.5,0.09,0.17,64,6.5,10.81,2023,11,4
GME-07602,Frozen Legacy 9,Xbox One,Aventura,Ubisoft,2021-01-13,0.98,1.16,0.51,0.04,70,7.0,2.69,2021,1,1
GME-07603,Golden Fury 9,Nintendo Switch,Puzzle,Take-Two,2023-03-12,0.56,0.3,0.29,0.1,55,5.0,1.25,2023,3,1
GME-07604,Lost Reborn 9,PS4,Accion,Sony,2022-04-17,0.27,1.76,0.93,0.08,66,5.4,3.05,2022,4,2
GME-07605,Final Evolution 9,Mobile,Accion,Sony,2021-12-02,5.01,0.06,0.01,0.07,76,7.2,5.14,2021,12,4
GME-07606,Hyper Worlds 9,Xbox Series X,Estrategia,Tencent,2021-07-11,1.98,0.35,0.64,0.13,70,7.0,3.1,2021,7,3
GME-07607,Mega Strike 9,Xbox Series X,Puzzle,Activision,2021-04-27,1.4,1.48,0.37,0.02,59,5.6,3.27,2021,4,2
GME-07608,Ultra Assault 9,Xbox Series X,Simulacion,Square Enix,2019-12-09,0.12,1.58,0.53,0.11,59,5.1,2.33,2019,12,4
GME-07609,Chrono Dominion 9,Nintendo Switch,Deportes,Tencent,2020-01-12,0.65,1.88,1.09,0.03,56,5.7,3.64,2020,1,1
GME-07610,Eternal Vanguard 9,PC,Shooter,Ubisoft,2023-10-16,2.15,2.79,0.1,0.26,77,8.1,5.31,2023,10,4
GME-07611,Mystic Blade 9,Xbox One,Accion,Ubisoft,2019-02-17,0.12,0.64,1.58,0.08,80,8.1,2.42,2019,2,1
GME-07612,Savage Force 9,Xbox Series X,RPG,Ubisoft,2019-09-14,0.67,0.16,0.12,0.19,65,6.6,1.14,2019,9,3
GME-07613,Grand Protocol 9,Mobile,Estrategia,Tencent,2023-01-30,0.58,1.12,0.05,0.15,54,5.1,1.9,2023,1,1
GME-07614,Epic Drift 9,PC,Shooter,Take-Two,2020-04-25,3.88,3.98,0.12,0.25,58,5.1,8.23,2020,4,2
GME-07615,Wild Reign 9,Xbox Series X,Puzzle,Nintendo,2022-09-17,4.11,0.9,6.05,1.27,84,8.6,12.33,2022,9,3
GME-07616,Rogue Nexus 9,Mobile,Accion,Sony,2020-05-30,2.75,0.94,0.9,0.36,100,10.0,4.95,2020,5,2
GME-07617,Silent Forge 9,PS4,RPG,Square Enix,2023-03-04,1.18,0.74,0.36,0.18,62,6.9,2.46,2023,3,1
GME-07618,Ancient Hunters 9,Xbox One,Puzzle,Nintendo,2022-12-06,1.05,1.84,4.59,0.03,77,8.1,7.5,2022,12,4
GME-07619,Inferno Empire 9,Mobile,RPG,Sony,2023-03-16,2.43,3.96,0.02,0.72,85,8.3,7.14,2023,3,1
GME-07620,Turbo Zero 9,Nintendo Switch,Puzzle,Square Enix,2019-06-13,1.53,0.07,1.09,0.18,79,8.1,2.87,2019,6,2
GME-07621,Shadow Quest 9,Nintendo Switch,Shooter,EA,2020-03-07,3.34,0.85,1.56,0.04,95,9.6,5.78,2020,3,1
GME-07622,Dark Wars 9,Mobile,Aventura,Tencent,2019-12-08,1.65,3.34,0.08,1.14,80,8.3,6.21,2019,12,4
GME-07623,Neon Legends 9,Xbox Series X,RPG,Ubisoft,2021-03-24,0.09,0.75,0.1,0.31,73,7.6,1.26,2021,3,1
GME-07624,Cyber Chronicles 9,Xbox One,Simulacion,Square Enix,2019-07-30,0.34,0.24,0.14,0.01,69,6.2,0.72,2019,7,3
GME-07625,Iron Rising 9,Xbox Series X,Accion,Nintendo,2019-07-15,1.42,1.0,0.07,0.09,55,6.1,2.58,2019,7,3
GME-07626,Star Odyssey 9,PS5,Shooter,Square Enix,2019-05-11,1.62,1.48,0.81,0.57,82,8.3,4.49,2019,5,2
GME-07627,Blood Arena 9,Xbox Series X,Accion,EA,2023-12-05,0.39,2.08,0.07,0.16,70,7.4,2.7,2023,12,4
GME-07628,Crystal Frontier 9,Mobile,Aventura,Activision,2021-08-27,2.6,0.34,2.63,0.08,92,9.7,5.64,2021,8,3
GME-07629,Phantom Tactics 9,Xbox Series X,Aventura,Sony,2022-01-28,3.83,1.04,0.48,0.25,74,7.1,5.6,2022,1,1
GME-07630,Storm Horizon 9,Xbox One,Puzzle,Microsoft,2019-04-21,0.68,3.36,0.11,0.11,71,7.0,4.25,2019,4,2
GME-07631,Solar Saga 9,Xbox Series X,Estrategia,Nintendo,2019-02-23,0.2,0.12,0.05,0.14,19,2.2,0.51,2019,2,1
GME-07632,Frozen Legacy 9,Xbox One,Puzzle,Square Enix,2023-04-28,1.73,1.5,0.89,0.43,100,9.5,4.56,2023,4,2
GME-07633,Golden Fury 9,Nintendo Switch,Simulacion,EA,2021-03-24,0.46,1.16,0.77,0.01,76,6.8,2.4,2021,3,1
GME-07634,Lost Reborn 9,PS5,Shooter,Square Enix,2021-12-09,6.59,0.57,2.29,0.15,56,6.1,9.6,2021,12,4
GME-07635,Final Evolution 9,Nintendo Switch,Simulacion,Ubisoft,2023-04-16,0.14,0.56,0.46,0.25,57,5.1,1.41,2023,4,2
GME-07636,Hyper Worlds 9,PC,Simulacion,Take-Two,2019-06-20,0.09,1.47,0.34,1.16,100,10.0,3.07,2019,6,2
GME-07637,Mega Strike 9,Mobile,Simulacion,Square Enix,2019-08-01,2.33,1.32,0.01,0.39,75,7.9,4.05,2019,8,3
GME-07638,Ultra Assault 9,PC,Simulacion,Nintendo,2020-06-21,0.02,0.5,1.01,0.14,78,7.3,1.67,2020,6,2
GME-07639,Chrono Dominion 9,PS4,Deportes,Sony,2022-06-19,5.05,0.56,0.67,0.57,73,8.3,6.84,2022,6,2
GME-07640,Eternal Vanguard 9,PC,Accion,Microsoft,2019-11-15,1.06,0.23,0.0,0.48,83,7.9,1.78,2019,11,4
GME-07641,Mystic Blade 9,PS5,RPG,Ubisoft,2019-06-22,0.94,0.07,0.04,0.08,37,3.7,1.14,2019,6,2
GME-07642,Savage Force 9,Xbox Series X,RPG,Microsoft,2022-09-03,1.69,3.58,0.16,0.35,90,9.0,5.78,2022,9,3
GME-07643,Grand Protocol 9,Xbox One,Estrategia,Take-Two,2021-03-09,8.56,0.96,0.29,0.73,89,9.4,10.55,2021,3,1
GME-07644,Epic Drift 9,Xbox Series X,Deportes,Square Enix,2020-09-25,0.5,3.39,0.14,0.24,46,4.4,4.28,2020,9,3
GME-07645,Wild Reign 9,Xbox One,RPG,Activision,2020-04-14,0.34,0.84,0.11,0.31,58,5.2,1.6,2020,4,2
GME-07646,Rogue Nexus 9,Mobile,Shooter,EA,2020-05-21,0.06,0.03,0.32,0.46,58,6.7,0.87,2020,5,2
GME-07647,Silent Forge 9,Mobile,Deportes,Microsoft,2023-02-19,2.31,0.19,0.16,0.18,50,6.0,2.84,2023,2,1
GME-07648,Ancient Hunters 9,PS4,Puzzle,Nintendo,2020-08-04,0.25,0.79,0.86,1.07,60,6.0,2.97,2020,8,3
GME-07649,Inferno Empire 9,PS5,Aventura,Ubisoft,2021-06-26,0.49,0.18,0.63,0.82,95,10.0,2.11,2021,6,2
GME-07650,Turbo Zero 9,Nintendo Switch,Simulacion,Sony,2022-07-07,0.91,0.54,0.14,0.29,49,6.0,1.87,2022,7,3
GME-07651,Shadow Quest 9,PS5,Estrategia,EA,2019-09-16,0.61,0.16,0.14,0.14,34,3.8,1.05,2019,9,3
GME-07652,Dark Wars 9,Nintendo Switch,Shooter,EA,2019-09-26,2.3,4.12,2.72,0.24,81,7.7,9.38,2019,9,3
GME-07653,Neon Legends 9,PC,Shooter,Nintendo,2021-12-14,1.99,2.21,0.16,0.34,79,7.5,4.71,2021,12,4
GME-07654,Cyber Chronicles 9,PS5,Simulacion,EA,2023-09-14,3.99,0.46,0.39,0.2,48,4.2,5.04,2023,9,3
GME-07655,Iron Rising 9,Xbox One,Simulacion,Activision,2019-12-16,0.74,2.45,0.5,0.12,74,7.2,3.81,2019,12,4
GME-07656,Star Odyssey 9,PS5,Accion,Nintendo,2019-02-28,1.54,1.7,0.28,0.6,90,8.6,4.11,2019,2,1
GME-07657,Blood Arena 9,Xbox Series X,Estrategia,Take-Two,2019-03-13,0.22,0.57,0.64,0.12,85,7.8,1.54,2019,3,1
GME-07658,Crystal Frontier 9,PS4,Aventura,Sony,2022-09-20,3.29,0.65,0.02,0.28,75,7.9,4.23,2022,9,3
GME-07659,Phantom Tactics 9,Mobile,Estrategia,Square Enix,2020-12-31,1.78,1.5,0.01,0.38,60,5.1,3.67,2020,12,4
GME-07660,Storm Horizon 9,PS4,Deportes,Square Enix,2023-10-29,1.04,1.28,1.01,0.73,100,10.0,4.06,2023,10,4
GME-07661,Solar Saga 9,Xbox Series X,Aventura,Ubisoft,2020-10-28,0.72,3.42,0.63,0.6,93,8.9,5.36,2020,10,4
GME-07662,Frozen Legacy 9,PS4,Deportes,Tencent,2023-11-05,0.67,0.46,0.13,0.05,47,4.6,1.32,2023,11,4
GME-07663,Golden Fury 9,PC,Shooter,Square Enix,2021-09-02,5.57,0.33,1.84,1.26,66,6.7,9.0,2021,9,3
GME-07664,Lost Reborn 9,PS4,Shooter,Activision,2021-08-14,5.62,0.16,1.51,0.01,72,7.2,7.3,2021,8,3
GME-07665,Final Evolution 9,PC,Puzzle,Take-Two,2023-11-19,0.16,0.27,1.64,1.68,75,6.9,3.76,2023,11,4
GME-07666,Hyper Worlds 9,PS4,Aventura,EA,2022-01-12,3.51,0.14,1.45,0.13,71,7.8,5.24,2022,1,1
GME-07667,Mega Strike 9,Nintendo Switch,Simulacion,Sony,2020-07-11,5.26,2.61,2.97,0.33,76,8.0,11.16,2020,7,3
GME-07668,Ultra Assault 9,Xbox One,Aventura,Take-Two,2022-01-28,0.29,1.39,0.09,0.68,78,8.1,2.45,2022,1,1
GME-07669,Chrono Dominion 9,Xbox One,RPG,Sony,2021-06-30,3.08,0.04,0.24,0.33,52,5.1,3.69,2021,6,2
GME-07670,Eternal Vanguard 9,PS5,Shooter,Sony,2019-10-04,4.16,6.99,0.06,0.05,75,6.5,11.27,2019,10,4
GME-07671,Mystic Blade 9,Nintendo Switch,Simulacion,Activision,2022-11-29,0.41,0.22,0.44,0.28,30,3.1,1.34,2022,11,4
GME-07672,Savage Force 9,Nintendo Switch,RPG,Ubisoft,2022-01-09,1.51,0.06,1.27,0.1,63,6.1,2.94,2022,1,1
GME-07673,Grand Protocol 9,Mobile,RPG,Tencent,2019-12-29,0.58,2.0,1.1,0.18,53,4.4,3.86,2019,12,4
GME-07674,Epic Drift 9,PC,Estrategia,Take-Two,2022-04-25,1.58,0.89,0.02,0.06,59,6.0,2.55,2022,4,2
GME-07675,Wild Reign 9,PC,Puzzle,Activision,2022-05-08,1.44,2.82,0.64,0.17,62,6.0,5.07,2022,5,2
GME-07676,Rogue Nexus 9,Xbox One,Aventura,Activision,2021-07-24,0.88,0.34,0.08,0.18,45,3.8,1.48,2021,7,3
GME-07677,Silent Forge 9,PS5,Accion,Nintendo,2022-07-16,0.03,0.37,0.87,0.13,68,6.8,1.41,2022,7,3
GME-07678,Ancient Hunters 9,Xbox One,Accion,Activision,2023-03-14,0.94,0.15,1.55,0.79,52,5.6,3.42,2023,3,1
GME-07679,Inferno Empire 9,PS4,Accion,Take-Two,2022-07-26,1.06,5.02,0.35,0.1,89,9.4,6.54,2022,7,3
GME-07680,Turbo Zero 9,PS5,Simulacion,Microsoft,2023-12-02,1.45,0.39,0.51,0.14,67,6.5,2.48,2023,12,4
GME-07681,Shadow Quest 9,Mobile,Estrategia,Nintendo,2022-03-01,1.51,1.01,2.8,0.02,72,7.7,5.33,2022,3,1
GME-07682,Dark Wars 9,PS5,Estrategia,Nintendo,2021-06-09,2.28,0.71,0.56,0.1,73,7.1,3.65,2021,6,2
GME-07683,Neon Legends 9,PC,RPG,Sony,2021-12-08,0.66,1.58,0.81,0.01,74,7.3,3.06,2021,12,4
GME-07684,Cyber Chronicles 9,Nintendo Switch,Simulacion,EA,2022-08-03,1.76,0.36,0.0,0.1,69,6.8,2.22,2022,8,3
GME-07685,Iron Rising 9,Xbox One,Accion,Sony,2022-08-02,0.6,0.16,0.6,0.09,69,6.8,1.44,2022,8,3
GME-07686,Star Odyssey 9,Xbox One,Deportes,Sony,2021-12-29,5.02,0.16,0.15,0.73,85,9.4,6.06,2021,12,4
GME-07687,Blood Arena 9,PC,Deportes,Take-Two,2020-09-26,0.15,2.09,0.09,0.55,63,6.5,2.89,2020,9,3
GME-07688,Crystal Frontier 9,Nintendo Switch,Accion,Sony,2020-12-12,2.64,0.71,0.09,0.35,66,7.2,3.79,2020,12,4
GME-07689,Phantom Tactics 9,PS5,Accion,Nintendo,2021-09-13,0.32,1.98,0.4,0.48,58,5.7,3.19,2021,9,3
GME-07690,Storm Horizon 9,Xbox One,Accion,Nintendo,2022-01-10,3.07,0.06,0.44,0.7,68,6.2,4.28,2022,1,1
GME-07691,Solar Saga 9,PS4,Shooter,Sony,2020-04-10,6.67,1.79,1.25,0.41,94,9.7,10.11,2020,4,2
GME-07692,Frozen Legacy 9,PS4,Shooter,Square Enix,2023-07-07,6.16,2.33,0.12,0.21,57,5.9,8.82,2023,7,3
GME-07693,Golden Fury 9,Xbox One,Aventura,Nintendo,2019-07-03,10.07,0.07,5.04,0.03,93,8.7,15.21,2019,7,3
GME-07694,Lost Reborn 9,Mobile,Accion,Tencent,2021-06-23,0.34,0.72,0.65,0.08,51,3.6,1.79,2021,6,2
GME-07695,Final Evolution 9,Xbox Series X,Deportes,Tencent,2020-09-22,2.18,3.86,0.09,0.72,73,7.0,6.85,2020,9,3
GME-07696,Hyper Worlds 9,PC,Shooter,Microsoft,2021-01-19,5.86,0.32,0.44,0.3,46,4.6,6.92,2021,1,1
GME-07697,Mega Strike 9,PC,RPG,Tencent,2021-04-24,1.76,0.35,0.99,1.09,97,9.4,4.19,2021,4,2
GME-07698,Ultra Assault 9,PS4,Deportes,Nintendo,2020-06-16,0.88,0.82,1.46,0.06,73,7.3,3.22,2020,6,2
GME-07699,Chrono Dominion 9,PS5,Deportes,Microsoft,2019-11-15,4.11,1.74,0.38,0.85,74,7.9,7.08,2019,11,4
GME-07700,Eternal Vanguard 9,Xbox One,Simulacion,Square Enix,2020-09-13,0.28,3.56,0.13,0.07,70,5.6,4.03,2020,9,3
GME-07701,Mystic Blade 9,Nintendo Switch,Deportes,EA,2019-01-22,0.47,1.58,0.45,0.37,68,6.4,2.87,2019,1,1
GME-07702,Savage Force 9,Mobile,Simulacion,Take-Two,2019-01-01,2.14,0.48,0.05,0.85,61,5.8,3.53,2019,1,1
GME-07703,Grand Protocol 9,Xbox Series X,Accion,Tencent,2021-12-07,0.74,0.13,0.08,0.52,65,6.4,1.48,2021,12,4
GME-07704,Epic Drift 9,PS4,RPG,EA,2023-07-28,0.25,1.01,0.02,0.16,68,7.3,1.44,2023,7,3
GME-07705,Wild Reign 9,Xbox Series X,Shooter,Take-Two,2023-04-02,1.19,2.9,0.08,0.19,78,7.8,4.35,2023,4,2
GME-07706,Rogue Nexus 9,PC,Puzzle,Microsoft,2023-10-03,0.96,5.57,1.24,0.26,69,6.2,8.03,2023,10,4
GME-07707,Silent Forge 9,Xbox One,Puzzle,Microsoft,2019-10-07,2.96,0.06,0.3,0.01,73,6.7,3.33,2019,10,4
GME-07708,Ancient Hunters 9,Mobile,Estrategia,Nintendo,2020-12-05,5.41,0.25,0.19,1.0,65,6.4,6.85,2020,12,4
GME-07709,Inferno Empire 9,Xbox One,Shooter,Sony,2020-08-10,1.44,1.85,0.0,0.21,94,9.5,3.51,2020,8,3
GME-07710,Turbo Zero 9,Mobile,Accion,EA,2021-08-18,0.91,2.16,0.4,0.35,81,9.5,3.82,2021,8,3
GME-07711,Shadow Quest 9,PC,Deportes,Tencent,2021-12-31,0.86,1.01,0.23,0.71,75,7.3,2.82,2021,12,4
GME-07712,Dark Wars 9,Xbox One,Accion,Sony,2019-01-18,2.01,0.13,0.01,0.52,67,6.9,2.67,2019,1,1
GME-07713,Neon Legends 9,Mobile,Puzzle,Take-Two,2022-11-09,0.48,0.22,0.05,0.01,88,9.0,0.76,2022,11,4
GME-07714,Cyber Chronicles 9,Xbox Series X,Aventura,Square Enix,2021-10-04,4.76,1.48,0.02,0.28,73,6.9,6.55,2021,10,4
GME-07715,Iron Rising 9,Xbox Series X,Shooter,EA,2023-03-28,0.95,0.48,0.33,0.08,70,7.0,1.84,2023,3,1
GME-07716,Star Odyssey 9,Xbox One,RPG,Microsoft,2021-09-04,0.91,1.82,0.06,0.49,83,9.0,3.29,2021,9,3
GME-07717,Blood Arena 9,Xbox One,Deportes,Take-Two,2020-09-05,0.0,1.56,0.46,0.27,95,10.0,2.29,2020,9,3
GME-07718,Crystal Frontier 9,Nintendo Switch,Estrategia,Take-Two,2019-01-19,0.5,0.69,0.27,0.06,42,3.5,1.51,2019,1,1
GME-07719,Phantom Tactics 9,Xbox One,Shooter,Nintendo,2023-04-18,3.52,5.98,2.85,0.03,100,10.0,12.38,2023,4,2
GME-07720,Storm Horizon 9,Nintendo Switch,Simulacion,Square Enix,2021-05-31,0.39,2.18,0.44,0.22,40,4.8,3.23,2021,5,2
GME-07721,Solar Saga 9,Nintendo Switch,Puzzle,EA,2023-06-23,0.07,0.14,5.81,0.94,68,6.6,6.95,2023,6,2
GME-07722,Frozen Legacy 9,Nintendo Switch,RPG,Take-Two,2020-08-22,0.28,1.34,0.26,0.18,86,9.0,2.05,2020,8,3
GME-07723,Golden Fury 9,Xbox One,Deportes,Tencent,2022-05-07,0.16,0.16,0.59,0.38,87,8.0,1.29,2022,5,2
GME-07724,Lost Reborn 9,Nintendo Switch,Simulacion,Sony,2020-04-18,2.62,0.05,1.27,0.04,56,5.4,3.97,2020,4,2
GME-07725,Final Evolution 9,PS4,Estrategia,Tencent,2023-06-20,3.19,0.79,0.01,0.65,91,9.7,4.64,2023,6,2
GME-07726,Hyper Worlds 9,PS5,Simulacion,EA,2019-01-15,2.81,1.04,4.64,0.23,88,8.7,8.72,2019,1,1
GME-07727,Mega Strike 9,Mobile,Puzzle,Activision,2022-01-27,1.34,1.3,0.98,0.31,86,9.2,3.93,2022,1,1
GME-07728,Ultra Assault 9,Nintendo Switch,RPG,Activision,2021-02-04,0.08,0.2,0.24,0.24,100,9.7,0.75,2021,2,1
GME-07729,Chrono Dominion 9,Xbox Series X,Simulacion,Take-Two,2020-01-22,5.79,0.05,0.69,0.12,75,8.0,6.65,2020,1,1
GME-07730,Eternal Vanguard 9,Nintendo Switch,Accion,Square Enix,2021-04-23,0.56,1.68,1.11,0.08,63,6.1,3.44,2021,4,2
GME-07731,Mystic Blade 9,PS4,Puzzle,Sony,2022-02-22,0.57,1.02,0.46,0.25,68,7.4,2.3,2022,2,1
GME-07732,Savage Force 9,Xbox One,Shooter,Take-Two,2021-06-14,0.3,0.74,1.35,0.33,86,9.1,2.71,2021,6,2
GME-07733,Grand Protocol 9,Nintendo Switch,RPG,Ubisoft,2021-03-19,0.51,0.75,0.48,0.73,83,8.1,2.48,2021,3,1
GME-07734,Epic Drift 9,Xbox Series X,Accion,Tencent,2020-05-26,3.78,2.95,0.58,0.62,65,7.4,7.93,2020,5,2
GME-07735,Wild Reign 9,Nintendo Switch,Deportes,Microsoft,2019-12-01,1.16,0.54,0.09,0.57,82,9.0,2.36,2019,12,4
GME-07736,Rogue Nexus 9,Mobile,Shooter,Ubisoft,2023-01-04,0.69,1.04,0.18,0.5,67,6.2,2.41,2023,1,1
GME-07737,Silent Forge 9,Xbox Series X,Estrategia,Ubisoft,2023-02-18,0.8,0.93,0.15,0.71,73,7.3,2.6,2023,2,1
GME-07738,Ancient Hunters 9,PS4,Puzzle,Square Enix,2022-08-15,2.62,1.18,0.04,0.31,76,7.0,4.15,2022,8,3
GME-07739,Inferno Empire 9,Nintendo Switch,Simulacion,Activision,2021-03-09,1.71,2.17,4.6,0.14,60,6.3,8.62,2021,3,1
GME-07740,Turbo Zero 9,PC,Simulacion,Square Enix,2023-08-24,1.6,2.63,1.37,0.71,69,6.7,6.31,2023,8,3
GME-07741,Shadow Quest 9,PC,Deportes,Nintendo,2021-02-13,0.0,0.69,3.79,0.45,89,9.5,4.93,2021,2,1
GME-07742,Dark Wars 9,PS4,Accion,Ubisoft,2020-03-27,0.34,0.77,0.91,0.02,56,5.5,2.04,2020,3,1
GME-07743,Neon Legends 9,PC,Shooter,Nintendo,2020-06-22,1.03,0.37,0.27,0.22,76,7.2,1.88,2020,6,2
